,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
0,4.11087386417,0.69314718056,4.18965474203,9.04204005654,0.69314718056,0.77799371597,0.69314718056,0.69314718056,0.69314718056,0.69314718056,0.69314718056,1.09861228867,0.69314718056,0.69314718056,0.69314718056,1.09861228867,7,5,2003,2003,0.69314718056,0.69314718056,0.69314718056,0.69314718056,1.09861228867,5.28320372874,1.09861228867,0.69314718056,0.69314718056,1.09861228867,0.69314718056,0.69314718056,1.09861228867,6.5610306659,0.69314718056,0.0,5.01727983681,6.7534379186,0.69314718056,0.69314718056,0.69314718056,0.69314718056,6.7534379186,6.75110146894,0.0,7.44483327389,1.0,0.0,2,1,3,0.69314718056,1.09861228867,8,0.69314718056,0,-0.61893,0.69314718056,2003.0,2.0,2.0,548.0,0.69314718056,0.69314718056,0.69314718056,0.0,4.12713438505,0.0,0.0,0.0,0.0,0.790001621924,1.5898,0.74933846021,0.0,2,2008,0.69314718056,0.69314718056
1,3.04452243772,0.69314718056,4.39444915467,9.1696225387,0.69314718056,0.513637666266,0.69314718056,0.69314718056,0.69314718056,1.60943791243,0.69314718056,3.17805383035,1.09861228867,0.69314718056,0.69314718056,0.69314718056,6,8,1976,1976,0.69314718056,0.69314718056,1.38629436112,1.09861228867,0.69314718056,0.0,0.69314718056,0.69314718056,1.09861228867,1.09861228867,0.69314718056,1.38629436112,1.38629436112,6.88653164253,0.69314718056,0.0,5.65248918027,7.14124512235,0.69314718056,0.69314718056,0.69314718056,0.69314718056,7.14124512235,0.0,0.0,7.14124512235,0.0,0.69314718056,2,0,3,0.69314718056,0.69314718056,6,0.69314718056,1,2.0,0.69314718056,1976.0,2.0,2.0,460.0,0.69314718056,0.69314718056,0.69314718056,5.70044357339,0.0,0.0,0.0,0.0,0.0,0.583873462748,1.3981,0.557716843223,0.0,5,2007,0.69314718056,0.69314718056
2,4.11087386417,0.69314718056,4.2341065046,9.32821229257,0.69314718056,0.716228740003,1.09861228867,0.69314718056,0.69314718056,0.69314718056,0.69314718056,1.09861228867,0.69314718056,0.69314718056,0.69314718056,1.09861228867,7,5,2001,2002,0.69314718056,0.69314718056,0.69314718056,0.69314718056,1.09861228867,5.09375020081,1.09861228867,0.69314718056,0.69314718056,1.09861228867,0.69314718056,1.60943791243,1.09861228867,6.18826412308,0.69314718056,0.0,6.07534603109,6.82546003626,0.69314718056,0.69314718056,0.69314718056,0.69314718056,6.82546003626,6.76503897678,0.0,7.48829351516,1.0,0.0,2,1,3,0.69314718056,1.09861228867,6,0.69314718056,1,2.0,0.69314718056,2001.0,2.0,2.0,608.0,0.69314718056,0.69314718056,0.69314718056,0.0,3.76120011569,0.0,0.0,0.0,0.0,0.711674485174,1.0185,0.655232414287,0.0,9,2008,0.69314718056,0.69314718056
3,4.26267987704,0.69314718056,4.11087386417,9.16440114003,0.69314718056,0.780196056846,1.09861228867,0.69314718056,0.69314718056,1.09861228867,0.69314718056,2.56494935746,0.69314718056,0.69314718056,0.69314718056,1.09861228867,7,5,1915,1970,0.69314718056,0.69314718056,1.60943791243,2.07944154168,0.69314718056,0.0,0.69314718056,0.69314718056,1.38629436112,0.69314718056,1.09861228867,0.69314718056,1.38629436112,5.37989735354,0.69314718056,0.0,6.29341927885,6.62936325344,0.69314718056,1.38629436112,0.69314718056,0.69314718056,6.86901445067,6.62936325344,0.0,7.44891610254,1.0,0.0,1,0,3,0.69314718056,1.09861228867,7,0.69314718056,1,1.0,1.09861228867,1998.0,1.0,3.0,642.0,0.69314718056,0.69314718056,0.69314718056,0.0,3.58351893846,5.60947179518,0.0,0.0,0.0,0.755511464756,2.8479,0.63771903365,0.0,2,2006,0.69314718056,1.38629436112
4,4.11087386417,0.69314718056,4.44265125649,9.56528381774,0.69314718056,0.614055270735,1.09861228867,0.69314718056,0.69314718056,1.60943791243,0.69314718056,2.7080502011,0.69314718056,0.69314718056,0.69314718056,1.09861228867,8,5,2000,2000,0.69314718056,0.69314718056,0.69314718056,0.69314718056,1.09861228867,5.86078622347,1.09861228867,0.69314718056,0.69314718056,1.09861228867,0.69314718056,1.09861228867,1.09861228867,6.48616078894,0.69314718056,0.0,6.19644412779,7.04403289727,0.69314718056,0.69314718056,0.69314718056,0.69314718056,7.04403289727,6.9603477291,0.0,7.69575799055,1.0,0.0,2,1,4,0.69314718056,1.09861228867,9,0.69314718056,1,2.0,0.69314718056,2000.0,2.0,3.0,836.0,0.69314718056,0.69314718056,0.69314718056,5.2626901889,4.44265125649,0.0,0.0,0.0,0.0,0.671867362755,2.0307,0.687108987308,0.0,12,2008,0.69314718056,0.69314718056
5,3.93182563272,0.69314718056,4.45434729625,9.5550641848,0.69314718056,0.606695646829,1.09861228867,0.69314718056,0.69314718056,0.69314718056,0.69314718056,2.63905732962,0.69314718056,0.69314718056,0.69314718056,1.38629436112,5,5,1993,1995,0.69314718056,0.69314718056,0.69314718056,0.69314718056,0.69314718056,0.0,0.69314718056,0.69314718056,1.94591014906,1.09861228867,0.69314718056,0.69314718056,1.09861228867,6.59714570189,0.69314718056,0.0,4.1743872699,6.68085467879,0.69314718056,0.69314718056,0.69314718056,0.69314718056,6.68085467879,6.34035930373,0.0,7.2174434317,1.0,0.0,1,1,1,0.69314718056,0.69314718056,5,0.69314718056,0,1.2979,0.69314718056,1993.0,1.0,2.0,480.0,0.69314718056,0.69314718056,0.69314718056,3.7135720667,3.43398720449,0.0,5.77144112313,0.0,0.0,0.68515533063,1.0,0.69314718056,6.55250788703,10,2009,0.69314718056,0.69314718056
6,3.04452243772,0.69314718056,4.33073334029,9.21880445039,0.69314718056,0.649315453,0.69314718056,0.69314718056,0.69314718056,0.69314718056,0.69314718056,1.79175946923,0.69314718056,0.69314718056,0.69314718056,0.69314718056,8,5,2004,2005,0.69314718056,0.69314718056,0.69314718056,0.69314718056,1.38629436112,5.23110861685,1.09861228867,0.69314718056,0.69314718056,1.38629436112,0.69314718056,1.09861228867,1.09861228867,7.22256601882,0.69314718056,0.0,5.76205138278,7.43070708255,0.69314718056,0.69314718056,0.69314718056,0.69314718056,7.43543801981,0.0,0.0,7.43543801981,1.0,0.0,2,0,3,0.69314718056,1.09861228867,7,0.69314718056,1,1.0,0.69314718056,2004.0,2.0,2.0,636.0,0.69314718056,0.69314718056,0.69314718056,5.54517744448,4.06044301055,0.0,0.0,0.0,0.0,0.756825957223,0.0058734,0.636052882312,0.0,8,2007,0.69314718056,0.69314718056
7,4.11087386417,0.69314718056,4.11056234024,9.2479251323,0.69314718056,0.511121579967,1.09861228867,0.69314718056,0.69314718056,1.09861228867,0.69314718056,2.30258509299,1.79175946923,0.69314718056,0.69314718056,1.09861228867,7,6,1973,1973,0.69314718056,0.69314718056,1.09861228867,1.38629436112,1.38629436112,5.48479693349,0.69314718056,0.69314718056,1.09861228867,1.09861228867,0.69314718056,1.60943791243,1.38629436112,6.75693238925,1.60943791243,3.49650756147,5.37989735354,7.01031186731,0.69314718056,0.69314718056,0.69314718056,0.69314718056,7.01031186731,6.89162589705,0.0,7.64539769943,1.0,0.0,2,1,3,0.69314718056,0.69314718056,7,0.69314718056,2,2.0,0.69314718056,1973.0,2.0,2.0,484.0,0.69314718056,0.69314718056,0.69314718056,5.46383180503,5.32300997914,5.43372200355,0.0,0.0,0.0,0.715348888544,1.989,0.69314718056,5.86078622347,11,2009,0.69314718056,0.69314718056
8,3.93182563272,1.09861228867,3.95124371858,8.71948076085,0.69314718056,0.753536480573,0.69314718056,0.69314718056,0.69314718056,0.69314718056,0.69314718056,1.38629436112,1.38629436112,0.69314718056,0.69314718056,1.38629436112,7,5,1931,1950,0.69314718056,0.69314718056,2.07944154168,2.07944154168,0.69314718056,0.0,0.69314718056,0.69314718056,1.38629436112,0.69314718056,0.69314718056,0.69314718056,0.69314718056,0.0,0.69314718056,0.0,6.85961490365,6.85961490365,0.69314718056,1.38629436112,0.69314718056,1.38629436112,6.93049476595,6.6240652278,0.0,7.48155570191,0.0,0.0,2,0,2,1.09861228867,0.69314718056,8,1.38629436112,2,2.0,1.09861228867,1931.0,1.0,2.0,468.0,1.09861228867,0.69314718056,0.69314718056,4.51085950652,0.0,5.32787616879,0.0,0.0,0.0,0.671014039725,3.8157,0.689535666888,0.0,4,2008,0.69314718056,1.38629436112
9,5.25227342805,0.69314718056,3.93182563272,8.91206909797,0.69314718056,0.656301644439,0.69314718056,0.69314718056,0.69314718056,1.09861228867,0.69314718056,2.48490664979,1.38629436112,1.38629436112,1.79175946923,1.94591014906,5,6,1939,1950,0.69314718056,0.69314718056,1.38629436112,1.09861228867,0.69314718056,0.0,0.69314718056,0.69314718056,1.38629436112,0.69314718056,0.69314718056,0.69314718056,1.09861228867,6.74758652683,0.69314718056,0.0,4.94875989038,6.89972310728,0.69314718056,0.69314718056,0.69314718056,0.69314718056,6.98286275147,0.0,0.0,6.98286275147,1.0,0.0,1,0,2,1.09861228867,0.69314718056,5,0.69314718056,2,2.0,0.69314718056,1939.0,2.0,1.0,205.0,1.38629436112,0.69314718056,0.69314718056,0.0,1.60943791243,0.0,0.0,0.0,0.0,0.531075209985,1.2607,0.657312727551,0.0,1,2008,0.69314718056,0.69314718056
