0,1
11.6990261078,11.6674444425
11.9444532394,11.9445412486
12.11855793,12.0961724184
12.1699774265,12.1734255044
12.1917459965,12.2155289331
12.0266697407,12.0580826983
12.0393378735,12.0851370991
12.0483114719,12.006575575
12.1039133072,12.1652880676
11.7873768806,11.7212342406
12.1212995052,12.0965514352
11.4944763184,11.4826364706
11.5841524601,11.4828523948
11.9109780788,11.8582274613
11.7097361088,11.5558699858
12.8363580704,12.7761807292
12.4872338772,12.4412571888
12.5835733414,12.6214549535
12.5610630512,12.6038964443
13.0406990051,13.0698588867
12.765286684,12.7177051459
12.268985033,12.2952322267
12.0037953854,12.0849026731
11.988380909,11.9805510665
12.1150307655,12.1855954273
12.1741938591,12.1755244726
12.7590565681,12.720010538
12.3810791969,12.3921323583
12.2350749969,12.1791941523
12.3540718555,12.4224590133
12.1674511433,12.1761526607
11.4156785011,11.4268484488
12.1150870323,12.128841765
12.6646220684,12.613497536
12.6099367142,12.579447332
12.4055609703,12.365278137
12.1503717899,12.0941351315
12.0767621994,12.0580089231
12.0089945793,12.0028933134
11.9392387867,11.9979284289
12.0956397057,12.1021938371
11.8834359646,11.8805465699
12.6081371307,12.5353762838
12.3981482983,12.4125841171
12.3585000038,12.3520238849
12.0801241398,12.1739522757
12.3816053867,12.3915725485
12.1717073917,12.2021774169
12.0223119259,11.9913461399
11.9562592506,11.8928595926
11.9576175213,11.9479957672
12.0976400375,12.0739084319
11.7852106094,11.9047934212
11.9767670631,11.9061064368
12.1435236931,12.1578567809
11.9483368397,11.9221909774
12.0063939095,12.0168516864
11.7881262302,11.765850482
12.3644371033,12.2163935808
11.8011879921,11.7730546137
11.8268094063,11.7632457251
12.0075702667,12.0958114081
11.6527531147,11.6221794918
11.7627034187,11.7810001035
11.7470705509,11.681004113
11.5828664303,11.6378430824
11.5333299637,11.6105841632
11.8031110764,11.8476549739
11.9455633163,11.9321540759
12.0890352726,12.1678850539
11.5631620884,11.638273072
11.4331007004,11.4974793819
11.8824324608,11.9517423019
11.703861475,11.7298576845
11.9887444973,11.9001326657
11.5810334682,11.5594866295
11.2148468494,11.0125737009
12.1121287346,11.8944915848
12.2948544025,12.2205226827
11.4678115845,11.43059169
11.9389574528,11.849415809
11.8394243717,11.8470593099
12.2370474339,12.1360694205
11.242708683,11.4111853927
11.6308948994,11.7026660593
11.8049430847,11.8265225998
11.835808754,11.7971079661
11.8108153343,11.8716495266
11.7096221447,11.7498327606
11.9115762711,11.8186764685
11.5553116798,11.5607547105
11.8249824047,11.8301018618
12.0139718056,11.9140257269
11.6277678013,11.6926952909
11.9630918503,12.0215373894
11.4083268642,11.3173348023
11.596750021,11.5747702856
11.5241601467,11.5040395735
11.1878376007,11.1690080215
11.8050820827,11.7730372623
11.6788346767,11.7527404108
11.7634620667,11.755198297
11.7298648357,11.688994399
11.9587199688,11.9687670007
11.9187767506,11.8794354515
12.4088559151,12.3867726564
11.3050575256,11.2513876365
12.351167202,12.3603855957
11.8473010063,11.7975285093
11.8818147182,11.8484673397
11.737695694,11.7189828018
11.8650355339,11.8559207996
12.385447979,12.3233447863
11.5710701942,11.6776807779
12.3454246521,12.3792532731
12.3498208523,12.4301632843
12.232656002,12.0571393393
11.8888483047,11.8819125286
11.8649537563,11.9671415827
12.186136961,12.1800953348
11.9325680733,11.9654676391
11.7869420052,11.7533922542
12.6184332371,12.5485587973
12.3073582649,12.2949536019
11.8621125221,11.8263841648
11.1846013069,11.0839456607
11.5003213882,11.5649385329
11.960611105,11.923443423
11.4136819839,11.442220225
11.8094475269,11.7949443037
11.4872450829,11.4764683183
11.6601462364,11.6564253388
11.7349851131,11.7244474423
11.7066025734,11.7213310389
11.710006237,11.6091858041
12.3278281689,12.2891937467
12.1756367683,12.1773467553
12.2851064205,12.3369218014
11.9947695732,11.9858091969
12.0554764271,11.9395038893
11.0346133709,11.0723806364
11.5811474323,11.6465786946
11.157782793,11.1961808051
12.5157074928,12.4992142392
12.3977050781,12.3720932428
12.0442862511,12.0566297406
12.0121748447,12.0782714187
12.3435304165,12.3091213475
12.1820912361,12.1027263504
11.9755864143,11.9646691901
11.8601484299,11.8567953615
12.0494456291,12.0511193211
12.0027182102,12.0288401511
11.7109572887,11.7570025502
11.3665039539,11.4656858088
11.222546339,11.3074500274
11.4457509518,11.4448439711
11.7992794514,11.7482639449
11.8732132912,11.8450345086
12.0161139965,11.8457742358
11.860822916,11.8287354684
11.8781204224,11.8775059648
12.5365550518,12.4455200798
12.2195022106,12.2426707809
11.6298494339,11.6526721091
11.9658124447,12.0492712676
12.1292331219,12.1638929856
12.5502238274,12.5105094436
12.1015176773,12.1112219225
12.7314953804,12.7459658107
12.2839066982,12.3939801247
12.385242939,12.4107361061
12.02576828,12.0793284793
12.1374521255,12.1226516456
12.0989909172,12.0737734443
11.9411122799,11.9164792354
12.1745090485,12.2144222124
12.1136050224,12.0998227189
12.1186645031,12.1314033065
12.4065542221,12.4116631189
12.1110301018,12.1287962212
12.3672702312,12.4296944645
12.3366036415,12.2720262544
12.411151886,12.3606814336
12.1855444908,12.2201988648
11.9586677551,11.9809290788
11.9945292473,11.9686553594
11.7884719372,11.7531688925
11.8486452103,11.8693656843
11.5754408836,11.650828294
11.6651651859,11.6919350128
11.4875843525,11.5063522532
11.4678294659,11.5288355289
11.9167404175,11.8573084511
11.8816847801,11.7850336067
11.8964209557,11.8343159463
11.9380073547,11.9000708021
11.9027049541,11.8746615357
11.6929016113,11.6235978429
12.0280165672,11.9399518886
13.0902607441,12.946900743
12.9747307301,12.8833872055
12.8343484402,12.8440944043
13.0644006729,13.0523327865
12.6901364326,12.6458653674
12.7112016678,12.7238494793
12.8170588017,12.8713280731
12.732473135,12.7654198747
12.6811723709,12.658081809
12.7807736397,12.7581780542
12.5025639534,12.5216855845
13.0267825127,12.9565506464
12.6650989056,12.5919957217
12.4370744228,12.4161699449
12.1585392952,12.220490683
12.1410739422,12.2199588675
12.3322660923,12.3249225225
12.9444854259,12.983923369
12.9840707779,12.895050668
12.6385343075,12.7222708874
12.4052927494,12.4394207759
12.6254649162,12.6897824656
12.081669569,12.1771182221
12.0529990196,12.0904693173
12.0023376942,12.0581937541
12.0226519108,12.0109795236
12.0025105476,12.0527476994
12.1655864716,12.1214951646
12.1503987312,12.1786298961
12.1511013508,12.1971778953
12.1164386272,12.1526856206
12.5017638206,12.4780742906
12.0144581795,12.0685951453
12.1334490776,12.1260739382
12.0227823257,12.0151676903
12.5054037571,12.4921611256
12.0468580723,12.0620233496
12.7962627411,12.737818089
12.7244029045,12.6640720314
12.4210000038,12.4811491494
12.4894855022,12.5318168172
12.3847007751,12.3899888963
12.4483649731,12.4058458701
12.5850009918,12.5368456098
12.3681840897,12.4268805864
12.9360992908,12.89870914
12.3228695393,12.2752061028
12.2581400871,12.2449667902
12.5275104046,12.4573692756
12.3349025249,12.2995274243
12.4752566814,12.5329893794
12.4054327011,12.4482846076
12.5539178848,12.5279777267
12.3258709908,12.3111667465
12.2296888828,12.2541329228
12.1572611332,12.1129494665
12.0801882744,12.0952677032
11.8219702244,11.8184471633
12.227989912,12.2453998039
12.3968279362,12.3370495322
12.041331768,12.001432819
11.8005058765,11.746621231
11.9667122364,11.9558380777
12.2085673809,12.1959980593
12.3880412579,12.3660156112
12.1408183575,12.1276175322
11.9499249458,11.8994433542
12.1104104519,12.0557045184
12.0176341534,12.025775406
11.9078216553,11.9380264376
11.7231347561,11.6943326892
11.7286052704,11.7204346523
11.6515414715,11.6189968191
11.7120316029,11.7090717226
11.7550926208,11.701448284
11.672980547,11.5485087127
12.6909751892,12.5288099991
12.3422412872,12.4861255472
12.5650413036,12.3903099166
12.2458760738,12.2744964521
12.1331107616,12.1401255723
12.0978734493,12.06376959
12.098110199,12.0930434124
12.6269001961,12.6636041458
12.3969070911,12.2806174746
12.0211162567,12.1020754372
12.3111219406,12.2647640543
12.347009182,12.2956037956
11.9594283104,11.8723716821
11.7493495941,11.7239112832
12.3866519928,12.4134078637
11.7155570984,11.6552575062
11.8889760971,11.9236033219
12.1519980431,12.1863103859
12.0458273888,12.0142270706
11.6970102787,11.7627241919
11.6922399998,11.7034908756
12.055781126,11.9359713667
12.0393583775,12.0290520991
12.0262229443,11.9849899833
11.7586889267,11.8908483908
12.0890882015,12.1007707699
12.0940909386,12.1494501132
11.6535446644,11.6489657939
12.0863080025,12.0794221546
12.0706865788,12.1595746116
12.1707959175,12.2770418424
11.9078030586,11.8718146719
12.0256383419,12.0407199236
11.888389349,11.9401027902
11.6801950932,11.6937217327
11.8106918335,11.8275895629
11.7484173775,11.7471573388
11.7060947418,11.8601540961
11.7810623646,11.8690189594
11.8566737175,11.8118243513
11.6703612804,11.5580413426
11.8084552288,11.8427091042
11.6194179058,11.7358598306
12.0869550705,12.1073302797
11.7842037678,11.769568852
11.425560236,11.3513265601
11.9048526287,11.8674502075
11.6133344173,11.6115918306
11.6268703938,11.7115393678
11.7247138023,11.7975134468
11.9689171314,11.9928677171
10.9531555176,11.029770351
11.4991641045,11.4758055604
11.1812570095,11.2651156543
12.1041660309,12.0784164554
11.9113969803,11.9760727498
11.6980977058,11.7950679728
11.9295938015,11.940861406
11.8111073971,11.8310692805
11.7334337234,11.7705681402
11.6194155216,11.6038430826
11.685063839,11.6862942305
11.6125440598,11.6151313495
11.7592558861,11.8238306279
11.7740955353,11.7807393814
11.7541742325,11.8282408884
11.874941349,11.8935596619
11.9124619961,11.810915109
11.8160932064,11.8213590744
11.6424381733,11.7462808907
11.7324347496,11.8132074993
11.787178278,11.7463764182
11.7687880993,11.7541095506
11.931707859,11.8371014032
11.4727978706,11.4408884728
11.5323095322,11.5171949902
11.7602977753,11.7671106589
11.5114204884,11.4510330998
10.7810666561,10.8683661733
11.4934551716,11.4908669421
11.6588537693,11.5952598481
11.9645245075,11.9249144798
11.7643685341,11.7920541436
11.0211555958,10.9219004466
11.4767122269,11.646194112
11.9714853764,11.9191433975
10.7640736103,10.7318446347
11.8365080357,11.741209148
11.8323357105,11.878224064
11.6032392979,11.6132757361
11.4712634087,11.52155639
11.7450461388,11.8449598452
11.7006287575,11.7219246226
11.9017028809,11.8506444852
11.8323631287,11.8826922884
11.2162222862,11.1017794939
11.7964885235,11.8630912769
11.7042164803,11.6533372881
11.6790559292,11.6970685862
