Id,SalePrice
1461,124886.66903
1462,159790.933159
1463,180694.338472
1464,196577.231474
1465,188007.893199
1466,170619.618498
1467,175005.49161
1468,163933.587096
1469,184784.950923
1470,125668.733896
1471,187172.199268
1472,99158.2050192
1473,98444.1330141
1474,145519.143467
1475,112088.202508
1476,376978.220834
1477,263387.488321
1478,274802.219818
1479,276912.209368
1480,494478.968635
1481,345564.406475
1482,215740.336104
1483,179985.034548
1484,163223.323791
1485,185536.658996
1486,194218.294193
1487,346824.065486
1488,238267.91495
1489,200719.762577
1490,237171.945043
1491,189924.737584
1492,94853.4924502
1493,176364.673314
1494,291749.945699
1495,281880.117364
1496,234869.210949
1497,180471.646034
1498,168204.020399
1499,159433.688384
1500,156103.186194
1501,176728.424146
1502,144344.273799
1503,281276.898423
1504,248281.91164
1505,231437.921111
1506,190485.647086
1507,244897.428045
1508,193365.322992
1509,162360.714531
1510,144599.676842
1511,152545.878321
1512,175331.908417
1513,137697.706592
1514,149673.49514
1515,190485.835857
1516,149830.772452
1517,165817.50132
1518,130505.893844
1519,218381.101074
1520,132590.914191
1521,135336.187037
1522,172949.229882
1523,114103.353247
1524,129618.490292
1525,122277.42207
1526,108280.740945
1527,108737.33235
1528,137527.999477
1529,153191.174005
1530,180935.801035
1531,106465.829979
1532,95731.7367751
1533,145296.91189
1534,126869.843466
1535,157678.457545
1536,104896.09646
1537,58366.1224974
1538,158345.676294
1539,192470.11242
1540,89836.8310632
1541,148674.958429
1542,135327.437976
1543,204682.667028
1544,87094.7786701
1545,108553.524835
1546,129563.578743
1547,132848.778673
1548,132708.478569
1549,118887.712057
1550,125034.968442
1551,109365.225034
1552,134893.694823
1553,157396.647289
1554,118118.337629
1555,162870.112898
1556,90011.9074782
1557,102270.374353
1558,99796.3897933
1559,80477.0738689
1560,121916.900028
1561,120336.427774
1562,128211.163188
1563,120024.234974
1564,161806.565633
1565,143074.737433
1566,246362.687937
1567,77784.946086
1568,237524.268932
1569,132520.253905
1570,145355.958859
1571,119753.928045
1572,147907.718745
1573,257456.887544
1574,115963.457948
1575,228126.15292
1576,238902.338058
1577,184547.69678
1578,136089.263991
1579,152151.299915
1580,191566.232965
1581,150586.043566
1582,122863.908901
1583,306548.357966
1584,218866.848233
1585,139763.213748
1586,67870.8456502
1587,106448.777689
1588,158970.390049
1589,96494.7492865
1590,133570.504333
1591,94112.2802195
1592,111398.049778
1593,123891.842681
1594,128912.608845
1595,109373.542624
1596,229501.156401
1597,203226.454472
1598,224127.801446
1599,165728.093521
1600,159641.70517
1601,63102.3094519
1602,109343.164161
1603,82523.1391828
1604,269338.888702
1605,234030.936969
1606,174529.891923
1607,167959.093326
1608,214630.375948
1609,184645.983302
1610,155468.005657
1611,137891.336471
1612,165780.741254
1613,162438.089909
1614,121697.494729
1615,91631.1190154
1616,76282.729009
1617,89695.9776001
1618,125205.950254
1619,148759.691407
1620,159941.838186
1621,135538.674447
1622,140973.720117
1623,267078.854912
1624,205867.045768
1625,116644.983525
1626,162196.31251
1627,194271.449433
1628,270155.22691
1629,185437.238209
1630,367963.340965
1631,231248.600185
1632,243954.577082
1633,174161.76229
1634,188465.959769
1635,174242.419682
1636,151156.051885
1637,200455.189548
1638,183350.317344
1639,175398.248048
1640,260254.004689
1641,176093.706735
1642,236043.016818
1643,221996.271678
1644,240173.419823
1645,205541.848971
1646,156695.096309
1647,152990.805545
1648,129932.375782
1649,144135.521167
1650,110319.957902
1651,119964.069167
1652,98548.3220482
1653,100425.145192
1654,145442.97905
1655,140322.72453
1656,140732.012996
1657,150382.824248
1658,141213.247857
1659,117502.774029
1660,150405.961281
1661,454512.805473
1662,420682.196859
1663,395594.683295
1664,513041.605414
1665,303799.356577
1666,342406.527038
1667,397251.065816
1668,338946.534971
1669,289089.581291
1670,352486.263806
1671,270681.626096
1672,432695.050875
1673,299567.064109
1674,252116.587869
1675,199622.289255
1676,197160.718229
1677,231231.330162
1678,465472.58352
1679,410010.027773
1680,351456.700051
1681,242705.736657
1682,311995.55018
1683,186202.763321
1684,174805.298583
1685,173550.610722
1686,169348.522774
1687,170068.70519
1688,189964.315745
1689,197304.539302
1690,194584.318818
1691,188274.11261
1692,262223.985286
1693,173936.499526
1694,185969.642273
1695,165965.239416
1696,273062.847441
1697,174771.402177
1698,358778.559949
1699,319275.067451
1700,255604.222114
1701,268836.067364
1702,250189.213812
1703,249035.529385
1704,289591.477725
1705,246232.589921
1706,446864.761375
1707,214697.208616
1708,208963.760977
1709,261446.352412
1710,220186.23755
1711,263206.843954
1712,256946.458836
1713,269089.417839
1714,226477.397017
1715,209359.191589
1716,178569.931055
1717,174068.625942
1718,128807.725522
1719,203711.345917
1720,232724.458023
1721,166679.49637
1722,127214.032075
1723,158711.336159
1724,197162.819217
1725,238667.514701
1726,185035.722259
1727,147584.221734
1728,182573.190227
1729,167918.697088
1730,156732.868941
1731,117204.977691
1732,127397.416013
1733,111648.606245
1734,116418.831738
1735,133155.556666
1736,109858.392256
1737,302827.469941
1738,244327.031821
1739,240956.37461
1740,212375.849235
1741,187852.875471
1742,171085.82848
1743,177129.922106
1744,309094.914728
1745,226204.92996
1746,186600.472213
1747,216277.225132
1748,221679.378474
1749,145399.218024
1750,124069.042787
1751,242886.11047
1752,118285.021866
1753,146482.760817
1754,189033.609104
1755,165161.069872
1756,129109.636821
1757,120713.691624
1758,149698.92964
1759,159966.573056
1760,163067.304226
1761,138088.658444
1762,168547.91667
1763,176891.139208
1764,113862.309915
1765,173967.484604
1766,181373.716073
1767,209383.660286
1768,146758.725187
1769,171941.3374
1770,148707.298804
1771,118797.349106
1772,129286.403585
1773,125849.466246
1774,131865.61688
1775,146301.626315
1776,127621.039565
1777,108387.189045
1778,140496.230693
1779,116940.994287
1780,177069.876208
1781,130007.19969
1782,80208.0379307
1783,145334.083125
1784,110992.971959
1785,124408.718633
1786,122589.323665
1787,163307.072419
1788,58096.3725714
1789,98227.3487467
1790,73108.2285889
1791,174095.204424
1792,158794.537431
1793,127200.293649
1794,147384.210309
1795,142798.176962
1796,128330.410797
1797,112085.083031
1798,119652.348043
1799,109953.522328
1800,130418.817573
1801,127386.182322
1802,125336.780581
1803,142221.726017
1804,143335.451462
1805,134250.452952
1806,125259.665256
1807,133950.037508
1808,126494.981719
1809,124412.088684
1810,141676.860371
1811,90981.1798527
1812,98804.5641863
1813,127448.203352
1814,91343.0720979
1815,54758.0467862
1816,101379.058508
1817,109053.016006
1818,154446.583076
1819,127191.224896
1820,60765.8344317
1821,103049.201801
1822,147332.519831
1823,48831.9367188
1824,126090.917085
1825,135831.077072
1826,108861.005663
1827,97431.7183872
1828,134202.871129
1829,113101.709942
1830,152850.933578
1831,140995.894618
1832,71915.6985094
1833,129287.592428
1834,119929.661812
1835,124258.295776
1836,123232.145856
1837,85855.2369061
1838,126138.541513
1839,94875.0158373
1840,148862.988439
1841,143511.106372
1842,90017.1433781
1843,124641.111073
1844,136800.003519
1845,132940.798101
1846,146782.399093
1847,166570.563061
1848,55379.8401243
1849,108489.359045
1850,118788.798339
1851,154934.776923
1852,121612.230558
1853,128204.940546
1854,159970.274053
1855,148271.76877
1856,221220.253422
1857,143168.389273
1858,137129.862816
1859,118710.20438
1860,150322.364017
1861,116281.389829
1862,285916.526888
1863,273058.820762
1864,273721.92096
1865,331856.3464
1866,324035.435111
1867,223360.482277
1868,294237.969662
1869,206337.697436
1870,218273.095271
1871,243813.140466
1872,170727.888024
1873,246621.015075
1874,148031.763717
1875,202184.838447
1876,197813.418511
1877,211333.728101
1878,197510.352437
1879,129437.002455
1880,132970.493168
1881,244783.546533
1882,244675.862362
1883,187417.232455
1884,207844.597541
1885,238988.826824
1886,281614.105171
1887,215459.088724
1888,265473.11242
1889,161955.072491
1890,122175.661945
1891,141516.562376
1892,90696.3365393
1893,136634.601717
1894,127565.489929
1895,136949.718791
1896,130925.699163
1897,113135.035234
1898,111917.540867
1899,163101.480186
1900,147510.203604
1901,169235.728065
1902,149808.272997
1903,219015.575052
1904,141326.343333
1905,207302.423929
1906,157438.623908
1907,212429.140726
1908,108867.821802
1909,127718.721182
1910,120027.432765
1911,212563.85956
1912,325999.403506
1913,137471.037061
1914,67525.2486959
1915,311151.388984
1916,68195.7347755
1917,247710.080505
1918,139273.800324
1919,181585.982677
1920,151120.922668
1921,398903.021039
1922,310477.745242
1923,230146.626125
1924,233330.402196
1925,197851.754367
1926,389672.252802
1927,137202.369529
1928,144090.120816
1929,126187.076451
1930,131533.394804
1931,144405.407837
1932,144510.090001
1933,184645.481575
1934,179375.428112
1935,169765.100704
1936,195152.250068
1937,181085.070943
1938,168690.32955
1939,251921.920348
1940,181642.593694
1941,170016.659515
1942,181485.618042
1943,206677.815362
1944,360966.913025
1945,404002.942168
1946,143185.689922
1947,315464.727984
1948,171686.020707
1949,242464.248443
1950,185929.291211
1951,256097.733242
1952,209548.445115
1953,162245.668657
1954,185045.477641
1955,139773.895513
1956,290455.860047
1957,148607.096243
1958,297764.666944
1959,147047.878845
1960,113087.544068
1961,120015.315875
1962,97318.5512964
1963,103260.972951
1964,109701.991501
1965,144531.900499
1966,135441.534403
1967,297487.307155
1968,447890.932198
1969,404416.395451
1970,447920.441424
1971,467201.585304
1972,380430.644821
1973,269230.5266
1974,331618.568956
1975,528009.887418
1976,275471.394558
1977,368013.646757
1978,391459.176766
1979,340803.963528
1980,205625.2355
1981,349522.71847
1982,215537.999831
1983,198849.783047
1984,170727.246054
1985,223901.385055
1986,211519.970738
1987,178005.293545
1988,174180.623858
1989,191752.160305
1990,214296.93736
1991,239508.773116
1992,217680.692167
1993,169856.82787
1994,232192.921391
1995,186910.146199
1996,244233.117098
1997,308502.908377
1998,340601.988343
1999,277229.510444
2000,322546.941951
2001,277534.166093
2002,248617.648355
2003,263673.761176
2004,289030.761349
2005,223871.449345
2006,222298.6651
2007,235288.560256
2008,216363.188822
2009,194290.857756
2010,186531.936319
2011,139553.589549
2012,169754.911475
2013,181348.957485
2014,184828.274562
2015,198721.162913
2016,195223.330607
2017,195301.610016
2018,118289.880715
2019,133362.991188
2020,108613.451504
2021,97477.5971109
2022,185696.589059
2023,143823.891906
2024,269018.003368
2025,378434.630657
2026,171901.782723
2027,156705.695019
2028,149586.790194
2029,169149.330435
2030,256210.909292
2031,225108.04519
2032,247070.88412
2033,244050.172006
2034,168339.288687
2035,227595.845079
2036,200028.843546
2037,204601.869612
2038,287198.175137
2039,228916.747968
2040,284565.519755
2041,288313.457114
2042,206849.216403
2043,179267.503174
2044,171006.022785
2045,217416.237621
2046,147501.201821
2047,140863.446891
2048,140774.537958
2049,139744.948944
2050,176987.88128
2051,103828.13016
2052,127883.185872
2053,154124.120442
2054,90197.4035942
2055,149260.802468
2056,145086.654952
2057,117092.418012
2058,217048.866445
2059,139879.967807
2060,175527.582801
2061,170972.382738
2062,127282.481892
2063,119559.413608
2064,145827.129042
2065,119064.156198
2066,157911.190441
2067,109034.421595
2068,135716.443593
2069,84886.0153801
2070,116471.564182
2071,95565.0328484
2072,127864.111391
2073,137875.60162
2074,182942.930456
2075,146458.855918
2076,117111.385646
2077,153858.242827
2078,121109.654806
2079,132559.422376
2080,116937.441445
2081,126311.423451
2082,126322.410503
2083,140414.295539
2084,109263.597518
2085,121016.160949
2086,115640.721976
2087,126769.641084
2088,88787.8725647
2089,75757.723982
2090,128445.780938
2091,116758.829963
2092,122115.054678
2093,119354.702172
2094,107194.443293
2095,146229.373747
2096,79054.0562538
2097,93014.3733108
2098,141998.12082
2099,53160.3364136
2100,78885.4776424
2101,109868.505535
2102,127474.60363
2103,106509.002292
2104,138128.28109
2105,129785.452945
2106,58013.0197377
2107,196360.906409
2108,111135.291334
2109,110970.447209
2110,128095.383067
2111,137939.970592
2112,133663.936755
2113,126231.261379
2114,122269.858616
2115,165103.611462
2116,113196.205626
2117,154197.098503
2118,123502.929469
2119,114971.714929
2120,112352.272526
2121,91984.0251382
2122,113376.433211
2123,84095.0132427
2124,156364.040157
2125,119990.958912
2126,142349.156533
2127,165050.620026
2128,125029.305804
2129,92295.7179305
2130,138308.722074
2131,132219.560624
2132,116843.352006
2133,121777.735162
2134,113774.689349
2135,92095.5155561
2136,75471.328437
2137,107663.556847
2138,134729.717007
2139,149294.642839
2140,135830.713935
2141,151474.280889
2142,124133.154206
2143,142014.340743
2144,115326.053922
2145,140133.464365
2146,163401.21682
2147,133263.178009
2148,143577.871995
2149,148118.008444
2150,244720.195643
2151,110550.65257
2152,176147.156297
2153,165119.244641
2154,106799.688634
2155,139086.363772
2156,251515.763716
2157,223585.84983
2158,233700.774462
2159,206606.68046
2160,177173.070597
2161,239624.582327
2162,395918.592846
2163,346719.730529
2164,237203.07101
2165,213682.680456
2166,151902.719368
2167,222549.618373
2168,200091.135928
2169,197930.258889
2170,214577.350713
2171,152922.251595
2172,127893.860966
2173,168467.213485
2174,219641.860845
2175,288718.021212
2176,314505.040467
2177,242593.079195
2178,207448.556076
2179,137643.623057
2180,206922.442185
2181,188883.74365
2182,216756.530709
2183,185276.230668
2184,117605.132473
2185,129229.170373
2186,144234.735454
2187,160018.642358
2188,153763.538929
2189,254913.216535
2190,80914.5894661
2191,82351.3527253
2192,94287.5182746
2193,109063.744722
2194,108187.599658
2195,107886.993184
2196,101006.566803
2197,120943.107776
2198,158178.588602
2199,170696.955698
2200,150163.067056
2201,148476.3469
2202,213709.967041
2203,139786.017766
2204,184954.698944
2205,120080.939671
2206,142677.938042
2207,215971.790475
2208,266317.239727
2209,241186.778716
2210,115451.508035
2211,108754.256526
2212,119177.940002
2213,109382.370039
2214,121030.18429
2215,101029.922314
2216,142381.339198
2217,52989.4046341
2218,88533.9353573
2219,82286.4505663
2220,74691.4650857
2221,316232.254591
2222,282125.146427
2223,274061.074028
2224,201719.042282
2225,119885.448903
2226,186800.229715
2227,203872.197166
2228,263286.973693
2229,252628.242047
2230,154833.441187
2231,214402.731428
2232,181798.753087
2233,175309.483144
2234,237786.433927
2235,233663.448089
2236,259142.985447
2237,321724.335534
2238,193682.930482
2239,109889.091009
2240,160341.426528
2241,147030.244722
2242,117279.167631
2243,128679.551806
2244,99097.0915669
2245,96831.5483457
2246,145811.34273
2247,104149.700368
2248,125018.304089
2249,122034.131229
2250,132865.510027
2251,102303.214545
2252,168941.861118
2253,152880.953822
2254,177024.776701
2255,180529.304897
2256,179748.962042
2257,203723.761507
2258,159934.234904
2259,179438.241166
2260,138551.242848
2261,189252.853483
2262,205325.06825
2263,370567.527148
2264,472394.510014
2265,166015.774484
2266,307119.22635
2267,384330.971665
2268,425136.859643
2269,148513.487598
2270,192132.025948
2271,216360.29422
2272,197490.922094
2273,167226.149334
2274,180675.109722
2275,155347.807032
2276,191402.314761
2277,186231.722565
