,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
0,63.0092765684,1.35953804228,66.8774573315,8452.69972722,0.995034357108,1.03340830167,1.37085508398,1.12403246726,0.995379102878,1.38929137465,1.02551632799,7.6598072176,1.34299698006,1.03032413647,1.33566208307,2.07202101801,6.17094435726,5.56019545458,1959.81734168,1975.52897864,1.23225075508,1.01735552653,2.91570939628,3.05953222273,1.46506748832,103.747745416,1.45595463365,1.14722965813,1.70612980124,1.66774321557,1.12070588163,1.4597220396,2.25956328678,286.160032089,1.20876884783,34.16638948,643.180637761,963.50705933,1.03969527272,1.70126939005,1.07181888964,1.11444384816,1086.60950304,527.173761802,8.70348303754,1622.48674787,0.284298158486,0.0475372744954,1.64862125414,0.49706553085,3.03286850268,1.05400921158,1.64268863765,6.87105301631,1.15654696032,0.60130835097,1.35115476167,1.55340934272,1970.23344691,1.75709644706,1.77307904657,466.378158639,1.07651520144,1.05949384677,1.11705401311,89.3226610831,50.063501239,24.9112417142,2.95321467121,14.7155224744,2.31170486249,0.999920969409,1.1192447696,1.00399460573,49.8913864103,6.34633098848,1997.44688794,1.22093941546,1.29860941241
1,42.9418920169,1.15960105395,68.6667347692,9601.07263749,0.998962985263,1.00195802736,1.38943859717,1.18980352422,0.994662181204,1.40340061396,1.0566675557,7.25301047294,1.26489871607,1.00457576872,1.29175022562,1.34100042737,5.94385301344,5.46053426127,1965.50887313,1972.37118725,1.29921465402,1.05623549675,3.09757323406,3.26372044238,1.63400873358,107.483722024,1.41077630348,1.11832372443,1.6140991047,1.66445521997,1.06247066101,1.76150161517,3.00701108499,817.852324305,1.35072402434,65.4085312681,411.014064117,1294.27491969,1.00466650832,1.69742993332,1.02273188824,1.07060021934,1340.96982308,-110.316627918,-1.38398701643,1229.26920815,0.746289361436,0.0728309506741,1.35762515854,0.101669599954,2.38055961995,1.01119687329,1.57918468678,5.54038760303,1.12186775653,0.588230942214,1.36564279827,1.2190267046,1969.51466025,1.80469293378,1.75254202092,488.693803033,1.01672553715,1.02425131825,1.02889549059,99.8257165729,38.9435465294,13.3209820391,4.43328672661,15.303262689,3.31721806935,0.995455947942,1.15412239015,0.991521197442,14.2231745467,6.16289441271,1995.52603094,1.26657409715,1.33863993101
2,65.0755765736,1.36492500562,69.1448335274,11251.19685,1.00240402785,1.04001697136,1.43270011547,1.1773923994,1.00020733482,1.424244676,1.05935795094,7.91624145088,1.37699744228,1.04464537331,1.32292438145,2.20181034424,6.32983447009,5.59424956082,1968.54785453,1985.71555949,1.24908971493,1.03722292947,2.93551502444,3.08041781184,1.46878249361,113.518986503,1.49120008502,1.15316849389,1.71765158461,1.6991711143,1.13405490976,1.46939562051,2.15110134234,231.275080326,1.20207335498,33.6610526357,694.626851704,959.562984666,1.0515034203,1.69427196482,1.08005817527,1.1188388528,1095.13707953,658.522931082,10.7432593232,1764.40326993,0.231876095858,0.0463854902057,1.74441240617,0.578860185407,3.20704115842,1.06587732264,1.68140992972,7.28766436266,1.17411973003,0.672521446352,1.37410860369,1.61157008394,1979.53408263,1.80076115203,1.83933266053,482.048292974,1.09112016523,1.0672928184,1.13497215043,95.8395987562,55.0620578456,26.6607593325,2.92392753845,15.689559209,3.40309112834,1.00636925566,1.11355413846,1.01147065521,59.4891640535,6.41544950932,2007.09318009,1.21871782256,1.29581032172
3,68.0409314834,1.41116328323,65.9432968256,9550.64008666,0.994671780854,1.0386081471,1.37641335329,1.13647059831,0.993715398139,1.39428399824,1.03579667622,7.74680819467,1.36081125108,1.03339128065,1.34542675298,2.28341587658,6.10670937546,5.60221311403,1952.76922835,1971.49884904,1.20609067283,1.00462284576,2.90509812865,3.04167383638,1.38328804319,92.5450781745,1.42805279841,1.1583460692,1.76828484138,1.6292693581,1.13548775885,1.37020768714,2.07115392867,120.221494725,1.18139380288,28.8015482452,684.113494064,833.136537034,1.05304619394,1.73386599806,1.08807244176,1.13192260401,984.345834628,690.389496484,11.2847153475,1686.02004646,0.1509515988,0.0428244501201,1.69233465863,0.592440613492,3.18809394761,1.06238429529,1.6220426511,7.12591922608,1.16644837051,0.588608408718,1.33497723045,1.65216744788,1965.36599021,1.70444664357,1.7317497502,446.451353315,1.09275584787,1.06988446883,1.14862688096,84.5534941201,50.7003765552,28.4828885927,2.46772594447,14.0562694918,1.53706126296,0.998585947099,1.11179679543,1.00617530001,68.2610426754,6.36978061803,1994.06320789,1.19419433573,1.27653257627
4,62.9256970673,1.26926156755,77.0714089341,14261.7795704,0.996575278016,1.03273391809,1.55109406157,1.21244261254,0.995336484674,1.46360435671,1.07039456593,8.43128442218,1.42699438191,1.06654245734,1.23628728655,2.18054230314,7.09504562845,5.43994771638,1967.45183015,1982.30473162,1.33051637717,1.09724536606,2.82975610064,2.98872932127,1.66571306533,186.282769553,1.71296454172,1.11355636464,1.50827254126,1.91774795061,1.12406053751,1.62157708473,2.00908368464,372.67785671,1.16116067821,31.3032175162,832.029299149,1236.01037338,1.02816916356,1.48899657121,1.04250024036,1.05902993325,1342.89611184,822.434393423,13.2120786637,2178.54258393,0.292725432927,0.0431757212288,2.02365442714,0.70180668931,3.4803717714,1.06920604774,1.89125719811,8.28163670564,1.18004584565,0.942438082495,1.46695082358,1.57247630809,1975.29440583,2.07863505136,2.18872229967,586.920149114,1.08119260972,1.04363607028,1.08953414618,126.466884152,74.6873034437,24.6406016589,3.74484098402,20.7146235553,9.3278827363,1.00776638258,1.07111579283,1.00680152374,35.7470019871,6.48916886752,1997.72799815,1.25878175452,1.31608063893
5,56.9700040912,1.33175364068,64.9350702025,14119.4868354,1.01534377471,1.0278223087,1.4166505871,1.27783973108,1.00358942847,1.44282670526,1.12511373315,7.45851763076,1.31696151474,1.01795815976,1.35215139691,1.95312181269,5.52400498832,5.70940676336,1968.6565156,1985.1017769,1.2204585668,1.02264244461,3.19340046326,3.33799413235,1.34690742736,49.4762618058,1.25407561708,1.17797596697,1.90201703526,1.48495904021,1.11891691034,1.50545315104,2.59549169271,323.860981553,1.32197232824,56.9368897218,467.575869825,848.3737411,1.06611771973,1.89815008191,1.093846042,1.1540838853,987.856320492,279.614311777,4.81109618101,1272.28172845,0.375005200819,0.0650122328332,1.38814645223,0.317565641674,2.74719350272,1.04371530423,1.45027516192,5.95456328982,1.16502451815,0.484616833672,1.30628686818,1.5227088544,1979.8651918,1.57658775996,1.5292055796,401.155839616,1.07788331881,1.07375051112,1.14971767127,79.5090325966,33.8202673725,24.1572465908,2.90652711976,12.0185002627,-0.645879189203,1.00301095393,1.16314254263,1.01164454557,81.2172600181,6.26651043069,2012.97494216,1.1849822332,1.27926650859
6,35.7036774295,1.01359842618,78.7652793271,10085.6035863,0.999772191195,0.998957908211,1.50329719394,1.18963569808,1.00045819869,1.43902645242,1.04499261988,7.7541630278,1.307889505,1.03443041887,1.20331824529,1.07391656374,6.96638801826,5.27844313584,1991.80186665,1992.28096016,1.42945882757,1.14175434864,2.98495914765,3.17612973723,1.97607732481,205.544046887,1.71920834881,1.06976852372,1.30344610453,1.98272432786,1.04386183743,2.03941791194,3.08433618572,1179.50197872,1.33868062001,66.5003371528,529.434935597,1775.43725147,0.968813615405,1.43097580845,0.970061170757,0.991495796397,1753.65527113,-120.629330322,-1.66910306813,1631.35683774,0.974229456123,0.0733164483653,1.63758630843,0.130749937863,2.52071736843,1.01537976155,1.86605562185,6.40918011386,1.12402317706,0.898861406151,1.50083584661,1.0667169459,1989.69006871,2.20112071498,2.21585337761,635.895924968,0.995161045992,0.994598289783,0.945995574328,139.188846251,60.910621301,6.84018385132,5.94221437075,21.797098727,10.7797555077,1.00797078333,1.12542170355,0.992451710081,-39.6008634169,6.28108441509,2007.79845584,1.36133991073,1.40521726303
7,60.6465185651,1.26846012087,73.1679203932,10386.549655,0.982770129212,1.02067049339,1.45560194138,1.13468900089,0.984792826791,1.40884385762,1.02074119123,8.03526149042,1.37498188959,1.04214450013,1.2542012737,2.02456513003,6.80538299279,5.38479451926,1946.80979038,1960.13593158,1.29482819237,1.06117899869,2.79484724375,2.95005998653,1.6336401368,167.265318472,1.64387540394,1.10439886338,1.50480594838,1.85175566814,1.10386221586,1.58248904079,2.13002885484,416.802532017,1.1638222762,31.232982611,757.672314632,1205.70782926,1.01087189115,1.50667148445,1.0310924398,1.05401466537,1300.31723485,654.466967038,10.6119120202,1965.39611391,0.342024753907,0.0440742542373,1.87773449156,0.594632100012,3.23713625891,1.04974924506,1.81826108688,7.66818407149,1.15243056283,0.8270178457,1.42321501542,1.50215214923,1954.28832919,1.99055078923,2.06755528427,555.555524564,1.05964265237,1.03137287233,1.0671764025,114.971767199,66.7339097643,22.7368797385,3.66494074052,18.9763417114,7.41635254143,0.994712662508,1.07560134844,0.993111480713,26.1048432944,6.36880234637,1976.60172551,1.25130432466,1.31072660319
8,71.3956324434,1.43292213744,66.1090884076,6118.75976912,0.982359026893,1.04049720444,1.33702576459,1.04657371969,0.98794976587,1.35850420952,0.978191498356,7.79116994681,1.36750515907,1.036116714,1.34253930185,2.34463212854,6.37463663423,5.52547642695,1944.62670277,1963.1234352,1.20253687431,0.994077386784,2.75842783238,2.89300413317,1.42670677665,114.968871405,1.51427956819,1.14328256669,1.6780978044,1.70509327745,1.13530454882,1.32839048489,1.89933955937,86.8179691607,1.12160397942,16.5603026328,765.030157084,868.408428878,1.03889617479,1.64306392687,1.07765812832,1.11398629736,1012.96966183,806.929804828,13.1269754069,1833.02644207,0.0961739508592,0.0335382703651,1.80379606163,0.67658480179,3.31024434846,1.06572328392,1.70385778285,7.51392814877,1.15904484308,0.624717634542,1.34808419535,1.66901716157,1957.05962196,1.77311475897,1.82785304262,471.127518708,1.09089870076,1.06242955691,1.13291908151,86.7726541504,57.547904322,29.0131155233,2.41166763525,15.0143566301,2.57161519259,0.994989307925,1.09006638164,1.00063840214,53.1707227132,6.39461135346,1982.97217573,1.20802758349,1.283045347
9,46.3391083929,1.23099673297,62.1960550407,7421.20509539,0.987264946722,0.995624877453,1.2894093579,1.14206702931,0.98287071812,1.35524423657,1.03053049138,6.86035715834,1.22340904336,0.978363755904,1.33458377374,1.43251181095,5.37774863453,5.49324689313,1935.59022258,1945.07103083,1.21716775186,0.995881520396,3.09814936178,3.24958033286,1.45636092245,57.277678142,1.24844948102,1.13139240879,1.74089138592,1.4948803407,1.06068777705,1.5951671401,2.95612522312,641.407937309,1.33892634943,61.9986529733,344.668332416,1048.0749227,1.00966451941,1.80825569663,1.03855614704,1.09968831095,1123.36734553,-131.608305114,-1.64490955486,990.114130858,0.633555442881,0.0705990479684,1.19149265266,0.0716712367024,2.25164843802,0.999311076336,1.4246704117,4.97864925813,1.1057603275,0.403974331325,1.28186218177,1.27106792233,1942.46453983,1.58752487454,1.49809924995,409.11422495,1.01585378001,1.0290176366,1.05523251067,76.8252542191,26.8839239138,16.0027443584,3.62938130578,11.6856526,-0.763049115469,0.98001823693,1.15995788336,0.981243980299,34.749402033,6.04490594538,1971.65770968,1.21447865052,1.29930930093
