Id,SalePrice
1461,101461.139351
1462,310511.22772
1463,152923.75033
1464,160760.061578
1465,186554.411638
1466,147183.602593
1467,161342.007839
1468,139344.284612
1469,180358.503352
1470,104642.400152
1471,203031.764733
1472,93900.9469113
1473,102983.181526
1474,151832.539399
1475,109449.220276
1476,376630.962204
1477,247800.205955
1478,299379.400937
1479,327701.836179
1480,1011715.90893
1481,367573.195756
1482,208325.748506
1483,164900.822756
1484,167378.822782
1485,101765.93033
1486,168133.380326
1487,387557.813922
1488,277135.083405
1489,172620.934045
1490,214255.47224
1491,154372.003096
1492,103247.140727
1493,156325.188062
1494,245717.884397
1495,298025.465058
1496,238503.125823
1497,178496.044915
1498,118060.978974
1499,117804.715409
1500,121571.833427
1501,155629.420088
1502,106919.989527
1503,231174.246185
1504,198576.138304
1505,233689.173759
1506,314603.604782
1507,313383.943193
1508,196914.273606
1509,141389.642064
1510,156213.925672
1511,149157.661017
1512,216184.458558
1513,142126.848937
1514,255527.943211
1515,321764.728661
1516,124227.192166
1517,143131.435507
1518,249034.836876
1519,236340.790317
1520,134387.745766
1521,142535.188717
1522,195932.160361
1523,122922.917027
1524,109158.672892
1525,107600.018145
1526,106208.278086
1527,101775.404828
1528,114610.939884
1529,139855.752499
1530,183940.117725
1531,159728.586736
1532,109797.757801
1533,158614.392855
1534,120103.338119
1535,154844.590115
1536,132599.410576
1537,90413.89394
1538,142846.627401
1539,173539.139232
1540,198513.900438
1541,128498.143363
1542,165404.529954
1543,214468.43284
1544,88409.8918157
1545,94745.5237395
1546,108000.802728
1547,131123.393596
1548,126385.952235
1549,94721.6688122
1550,146508.33251
1551,125879.948507
1552,172892.089422
1553,125486.856624
1554,113784.278525
1555,207993.317965
1556,96892.9789441
1557,152022.855575
1558,85149.1005663
1559,153668.564861
1560,148452.0573
1561,299468.220089
1562,100275.932356
1563,101066.618756
1564,187416.529429
1565,112123.313157
1566,184497.34141
1567,82216.3582419
1568,194739.075966
1569,127417.804068
1570,99347.1798889
1571,131852.938889
1572,142819.544923
1573,205844.777147
1574,162630.895149
1575,195928.922478
1576,184818.337768
1577,176679.591747
1578,112451.881129
1579,112647.775179
1580,164309.161628
1581,103967.721492
1582,106807.990495
1583,406882.005083
1584,230452.078809
1585,113426.744049
1586,56525.5875623
1587,85879.1551369
1588,144717.488504
1589,101798.93925
1590,133128.861364
1591,114246.691153
1592,162262.610745
1593,97833.4783983
1594,167265.224447
1595,144755.467224
1596,258596.109206
1597,203984.803341
1598,111583.366701
1599,137439.404092
1600,171035.589449
1601,63774.5236331
1602,98622.8713687
1603,93441.6158491
1604,285457.902987
1605,204958.326279
1606,166759.959193
1607,398147.277173
1608,191240.325052
1609,166659.805947
1610,111914.16416
1611,138395.330671
1612,214720.677014
1613,190424.876967
1614,120418.825824
1615,100290.665844
1616,99625.1917183
1617,100687.650566
1618,106640.347405
1619,88780.9497551
1620,316287.768678
1621,109573.098738
1622,133038.861425
1623,282316.61016
1624,197127.919034
1625,96233.3841193
1626,200419.927083
1627,160420.12383
1628,235981.383267
1629,130607.470753
1630,661820.243174
1631,222850.935301
1632,282576.352982
1633,108154.148753
1634,170214.988911
1635,131229.648644
1636,160708.624892
1637,198014.875161
1638,189206.011975
1639,236237.444207
1640,306307.514246
1641,208259.006723
1642,198022.246396
1643,212983.125487
1644,183568.684019
1645,239903.305461
1646,136418.824828
1647,146365.033821
1648,152614.224361
1649,126234.498967
1650,108097.586298
1651,107752.045234
1652,93066.6543858
1653,89086.3736847
1654,153674.169964
1655,128815.81111
1656,151585.945621
1657,154029.419531
1658,152705.210359
1659,108910.551531
1660,132213.486071
1661,505173.011711
1662,376278.104156
1663,427821.096791
1664,853027.841374
1665,316378.941971
1666,297624.631826
1667,316065.166388
1668,317872.981196
1669,234478.721371
1670,319560.445347
1671,297965.430888
1672,665956.071598
1673,267533.90392
1674,278011.111716
1675,201475.706606
1676,196835.821144
1677,191573.425904
1678,711219.34993
1679,486700.14285
1680,383398.019351
1681,236371.596339
1682,269409.001749
1683,226668.860991
1684,129511.622461
1685,137066.010532
1686,180879.290883
1687,108067.486308
1688,163844.360342
1689,153394.298625
1690,138352.052895
1691,122888.352999
1692,183595.883834
1693,104756.714679
1694,141321.824507
1695,113227.178829
1696,255197.47134
1697,113140.065142
1698,390730.199548
1699,353644.836933
1700,229589.485439
1701,258758.278917
1702,306274.131923
1703,282741.88487
1704,297320.329999
1705,214709.196578
1706,710020.807932
1707,221748.969578
1708,214404.17334
1709,247003.049186
1710,223336.348535
1711,180073.722135
1712,357398.082219
1713,273670.357173
1714,233906.555718
1715,159430.332607
1716,168218.996356
1717,156347.438621
1718,149605.607653
1719,169973.409862
1720,214355.386997
1721,141663.472985
1722,131128.533292
1723,138792.11161
1724,235581.591403
1725,200908.106916
1726,154957.853759
1727,192775.066348
1728,127574.919986
1729,119492.672422
1730,120645.329101
1731,99801.1826919
1732,105500.48642
1733,99208.0782921
1734,118691.036123
1735,107752.305745
1736,97887.8309518
1737,371597.73536
1738,169614.125986
1739,505911.194522
1740,336174.387629
1741,179156.715865
1742,151819.158671
1743,139597.262449
1744,259198.83082
1745,272587.431647
1746,212825.348038
1747,188952.852762
1748,280693.729958
1749,176261.033512
1750,150573.150924
1751,225527.14172
1752,101648.529058
1753,233327.376161
1754,227598.653828
1755,151495.047996
1756,106150.018389
1757,99427.9369266
1758,159870.254704
1759,182459.746938
1760,164662.881182
1761,163123.147893
1762,180130.500442
1763,186071.675249
1764,104975.744377
1765,262083.283859
1766,193948.513605
1767,217083.725273
1768,137440.930608
1769,164936.769851
1770,115170.395768
1771,141245.204094
1772,169849.567046
1773,127264.038654
1774,334415.940699
1775,124179.391797
1776,99340.1815091
1777,87600.4258093
1778,121327.314156
1779,85623.4231269
1780,121968.963761
1781,141638.242695
1782,96343.1978121
1783,114725.197363
1784,83331.7194067
1785,122184.957346
1786,250563.162698
1787,143417.127956
1788,68150.3041278
1789,90498.0641518
1790,77102.0630746
1791,325658.409181
1792,181516.108636
1793,118106.384535
1794,119338.556522
1795,127275.497538
1796,86600.571716
1797,116006.756349
1798,124545.841153
1799,82618.4513001
1800,103995.893177
1801,129751.791111
1802,146964.686181
1803,165926.952941
1804,114328.663789
1805,122168.73298
1806,135322.421161
1807,166693.987402
1808,83569.129333
1809,107085.517794
1810,129905.29514
1811,136459.638094
1812,119430.245924
1813,120186.662742
1814,95755.3606069
1815,56543.5338045
1816,82298.3729075
1817,125998.817378
1818,180169.788815
1819,110408.989488
1820,88603.1342556
1821,139225.395154
1822,129900.761707
1823,66403.1433651
1824,156064.929794
1825,121959.58887
1826,93668.3082411
1827,115969.311038
1828,151641.481794
1829,139419.342138
1830,175379.641898
1831,162052.138721
1832,221623.412238
1833,161910.304579
1834,109421.140373
1835,185068.443699
1836,189933.217022
1837,99862.1044858
1838,104476.840664
1839,81717.4167334
1840,142985.071638
1841,134464.185532
1842,89328.8925673
1843,126656.789781
1844,97456.5236227
1845,122531.208181
1846,126395.15544
1847,207982.406871
1848,55368.2351052
1849,87881.4346236
1850,124627.161242
1851,132472.161138
1852,130338.446462
1853,128026.872173
1854,124018.609262
1855,104824.983925
1856,200739.58451
1857,96303.7237286
1858,151568.666628
1859,112555.239111
1860,156167.929882
1861,110854.984764
1862,342388.465311
1863,362121.224627
1864,361923.524569
1865,282573.744097
1866,304393.272618
1867,237264.628461
1868,330954.306338
1869,187489.172747
1870,175961.972889
1871,234436.887441
1872,124324.555384
1873,199621.107171
1874,120692.681782
1875,198773.007305
1876,176911.93646
1877,206236.103517
1878,226049.623304
1879,96239.7701902
1880,110673.526722
1881,265408.042159
1882,235281.453757
1883,166310.2368
1884,187161.469467
1885,203410.321585
1886,315111.156494
1887,204754.303944
1888,257374.047217
1889,116385.12897
1890,131104.994813
1891,117151.567993
1892,99519.9458337
1893,148703.347758
1894,249564.735878
1895,175359.70249
1896,110171.244007
1897,116302.681306
1898,99917.4397317
1899,124471.021409
1900,98229.4130208
1901,126702.726989
1902,146710.995507
1903,241702.572555
1904,118311.216644
1905,188938.045693
1906,130983.556738
1907,213721.393461
1908,100165.080722
1909,113581.60732
1910,113862.986946
1911,174926.800009
1912,388865.546965
1913,187087.237764
1914,65581.0836152
1915,283682.282549
1916,51078.3201407
1917,218706.435153
1918,106859.517277
1919,142420.187934
1920,249407.95204
1921,444652.587457
1922,263220.628881
1923,242516.334584
1924,200963.837108
1925,206388.020782
1926,399069.781921
1927,113693.750659
1928,166294.807582
1929,94483.0271002
1930,101113.540326
1931,108564.416343
1932,109230.396549
1933,139493.478515
1934,160191.509857
1935,128240.666502
1936,158365.757337
1937,148512.854732
1938,177931.549575
1939,289213.64077
1940,185920.942319
1941,160278.839995
1942,146291.754361
1943,192729.108497
1944,293186.166285
1945,332795.327131
1946,167495.940236
1947,299872.334738
1948,123764.630265
1949,260382.975818
1950,164124.935485
1951,358423.719712
1952,266697.753078
1953,145537.416665
1954,191254.226326
1955,113974.873736
1956,418731.999146
1957,202395.721505
1958,275313.890476
1959,168577.746736
1960,106713.656255
1961,96637.2586666
1962,91791.2290344
1963,93389.2033112
1964,118567.944778
1965,144170.444209
1966,141311.658916
1967,252818.487598
1968,613974.92795
1969,370172.92859
1970,525799.028051
1971,487387.239277
1972,330415.134862
1973,218956.766582
1974,275425.341108
1975,711691.323942
1976,254288.041548
1977,374317.833539
1978,475588.76453
1979,370991.740971
1980,190155.938884
1981,353436.929836
1982,199345.321424
1983,203616.910461
1984,163829.540836
1985,231429.977467
1986,249205.631559
1987,176384.385962
1988,142402.699942
1989,164849.780562
1990,189857.268769
1991,198773.874069
1992,199043.99527
1993,129685.756447
1994,231910.793684
1995,158490.619761
1996,267264.32887
1997,328464.357695
1998,407861.567239
1999,222716.614278
2000,316336.0282
2001,219027.561292
2002,238069.371104
2003,259800.276284
2004,200108.192772
2005,214336.915252
2006,203668.648812
2007,283552.708451
2008,168036.824892
2009,146795.283992
2010,151402.674233
2011,140713.349259
2012,155334.042263
2013,144891.630954
2014,162670.23225
2015,159032.129837
2016,160559.085019
